Wall time,Step,cnn_8_x4_nb,cnn_8_x4_b,cnn_32_x4
1537120932.26694,384,0.3875235915,0.4434933364,0.4423550963
1537120970.05263,385,0.3882566094,0.4429264069,0.4421996176
1537121046.36571,386,0.3890771866,0.4434529543,0.4420387447
1537121234.32407,387,0.3889821172,0.444073379,0.4419755936
1537121271.76955,388,0.3882764876,0.4444949031,0.4415403605
1537121309.32837,389,0.3880414367,0.4452480078,0.4411481917
1537121328.37807,390,0.3874202669,0.4442569613,0.4414401054
1537121404.58337,391,0.3873279989,0.4448722899,0.441049993
1537121461.18582,392,0.3868885338,0.4287808239,0.4405667782
1537121729.16765,393,0.3755936921,0.4318745732,0.4406288266
1537121804.28238,394,0.3655198812,0.4348705411,0.4412296712
1537122068.42495,395,0.3715083003,0.4345115423,0.441405952
1537122143.24926,396,0.3723924458,0.4354934096,0.4423660934
1537122180.38894,397,0.3723658621,0.4365554154,0.4421621859
1537122273.36477,398,0.3723070025,0.4362294376,0.4423483014
1537122292.01266,399,0.3730904162,0.4371188581,0.4427603483
1537122329.02357,400,0.3741613328,0.4397290945,0.4426089227
1537122384.91565,401,0.3730447888,0.4408171773,0.4416996241
1537122422.23203,402,0.3746842444,0.4419418573,0.4415926933
1537122459.34459,403,0.375744909,0.4419705272,0.4426680207
1537122477.99128,404,0.3756738603,0.4409970939,0.4430764019
1537122609.19275,405,0.3758922517,0.4411816001,0.4430575371
1537122665.12867,406,0.3764747083,0.4402500689,0.4431335032
1537122758.67645,407,0.3784458041,0.4413951337,0.4440450072
1537123117.30164,408,0.3790434599,0.4425289035,0.4435020387
1537123306.01538,409,0.3783282638,0.4430774748,0.4437762201
1537123419.29846,410,0.3802035451,0.4425425529,0.4436849356
1537123475.58412,411,0.3806653321,0.3921802938,0.4442895949
1537123532.24151,412,0.3798578978,0.4199905396,0.4438383281
1537123588.61417,413,0.3795470297,0.4284527004,0.4443027973
1537123607.80745,414,0.379337579,0.4307903349,0.444398731
1537123626.65394,415,0.3791313767,0.4331515133,0.4440863431
1537123815.79547,416,0.3797358572,0.4339471757,0.444527477
1537123834.70939,417,0.3802316189,0.4338050783,0.444270283
1537123970.08117,418,0.3874921501,0.4321493804,0.444740504
1537124008.73244,419,0.3763461113,0.4339987934,0.4443980157
1537124236.81525,420,0.3724859059,0.4339877665,0.4440250099
1537124255.77545,421,0.3709822297,0.4391117394,0.4448509216
1537124293.48067,422,0.3713128865,0.439191699,0.4452945292
1537124444.62466,423,0.3774511516,0.441593647,0.4455609322
1537124616.01798,424,0.374588877,0.4407331944,0.4459990263
1537124937.71522,425,0.3769054413,0.4403392673,0.4458080828
1537125202.57156,426,0.376817137,0.4404422641,0.4457903802
1537125278.26468,427,0.3766991496,0.4389639497,0.4458357692
1537125297.50884,428,0.376394242,0.4393034577,0.446567893
1537125335.11537,429,0.3772704005,0.4387522638,0.4464210868
1537125486.25303,430,0.3776745796,0.4395225942,0.4465393126
1537125523.52438,431,0.3769468367,0.4396539927,0.4466865361
1537125598.45004,432,0.3773274124,0.4509582818,0.4462839067
1537125786.96078,433,0.3773972094,0.4398759902,0.4459578395
1537125937.56603,434,0.3777213097,0.4362874031,0.4463133812
1537125956.34916,435,0.3780667484,0.4371984899,0.4462818205
1537126280.1837,436,0.3358352482,0.4386981726,0.4466530085
1537126432.18072,437,0.3829719424,0.4357429743,0.4467736781
1537126546.49913,438,0.3761284351,0.4367964864,0.446919471
1537126565.48747,439,0.3761171997,0.4376674891,0.4470596611
1537126603.59284,440,0.3799412251,0.4377937019,0.446683228
1537126641.79454,441,0.3781897128,0.4374527335,0.4467099607
1537126736.16187,442,0.3781305254,0.4364471734,0.4470499158
1537127210.57009,443,0.3735703528,0.435264796,0.4466875792
1537127229.27951,444,0.3732097149,0.4349901378,0.447073698
1537127419.99294,445,0.3724192679,0.4341860414,0.4465830028
1537127457.92372,446,0.3718091846,0.4332081378,0.4466061592
1537127533.98351,447,0.3719450533,0.4353783727,0.4465654492
1537127553.01106,448,0.3723906577,0.4352689683,0.4468648732
1537127762.64507,449,0.3721942902,0.4353973866,0.4465531707
1537127819.85286,450,0.3721513152,0.43476668,0.4465469718
1537127933.115,451,0.3722219765,0.435996592,0.4467154145
1537128026.79616,452,0.372307688,0.4319278002,0.4462835789
1537128063.71107,453,0.3720310032,0.4319802821,0.4464868605
1537128101.07685,454,0.3721409738,0.4312904179,0.4461897314
1537128138.37273,455,0.3722780049,0.4293498099,0.4460351169
1537128306.1678,456,0.3734302521,0.4249732792,0.4461744726
1537128381.01787,457,0.374202311,0.4251674414,0.4461300969
1537128455.75936,458,0.3746454716,0.4245487452,0.4458788335
1537128607.30027,459,0.3694159389,0.4271347225,0.4459685683
1537128663.28201,460,0.3847403526,0.4296165407,0.4457494318
1537128831.15735,461,0.3801370263,0.4298452735,0.445907414
1537128849.34087,462,0.3799290955,0.4283963144,0.4457473457
1537129030.65762,463,0.3760401011,0.4283627272,0.4457501173
1537129066.51811,464,0.3763857484,0.4286888838,0.4271351099
1537129283.0966,465,0.3749429882,0.4262363911,0.4137439132
1537129301.28736,466,0.3750314415,0.427093029,0.41012308
1537129319.27953,467,0.3754766881,0.4321688414,0.4175969064
1537129391.88063,468,0.3748363554,0.4340055585,0.4190689027
1537129464.06038,469,0.3751827776,0.4339874387,0.4272855818
1537129572.48011,470,0.3736497462,0.4346224666,0.4223389328
1537129879.41689,471,0.372382164,0.4345805943,0.4208725095
1537129934.34958,472,0.3727868497,0.4370911717,0.4206237495
1537129989.08001,473,0.3727237284,0.4355062842,0.4304951429
1537130007.35654,474,0.372759521,0.4335378408,0.456348896
1537130153.88053,475,0.3724664152,0.4217892885,0.4609473348
1537130262.84547,476,0.373062104,0.4181114435,0.4646065831
1537130374.07167,477,0.373173058,0.4186601341,0.4659386873
1537130466.73638,478,0.3734422922,0.4196237326,0.4652778506
1537130932.50758,479,0.3716365397,0.4205116332,0.4658632576
1537131007.21736,480,0.3688794971,0.419837147,0.4647218585
1537131044.44691,481,0.3724879324,0.4200235903,0.4622192979
1537131137.37306,482,0.3738731146,0.4200114012,0.4630948305
1537131230.57798,483,0.3730868697,0.4200855196,0.463790983
1537131472.60484,484,0.3701789379,0.4228307903,0.463348031
1537131603.10863,485,0.3682880104,0.4250393808,0.4641081095
1537131881.4177,486,0.366999656,0.4241706431,0.4646444023
1537132086.34724,487,0.3711222708,0.4248407185,0.4647345543
1537132104.59349,488,0.3714748919,0.424590379,0.4640309215
1537132159.69817,489,0.3722147942,0.4239079058,0.4639424086
1537132271.61096,490,0.3727347255,0.4246861041,0.4635286629
1537132402.872,491,0.373160392,0.38323313,0.4636861682
1537132421.60488,492,0.373196274,0.3923948109,0.4653328061
1537132440.02087,493,0.3729651868,0.3989987075,0.4651139975
1537132458.4487,494,0.3726795316,0.4153458178,0.4648219943
1537132477.00501,495,0.3722539544,0.4157548547,0.4653090835
1537132645.31237,496,0.3731073439,0.4090107083,0.4656570256
1537133189.81736,497,0.3912200034,0.4123440683,0.4642173052
1537133208.21272,498,0.3882724345,0.4144539833,0.465800494
1537133226.99658,499,0.3838095069,0.4177689552,0.4645739496
1537133358.25692,500,0.3719962239,0.4191790521,0.4631598592
1537133562.92708,501,0.3698533177,0.4261246324,0.462233454
1537133600.02946,502,0.3692033589,0.428643465,0.4614135921
1537133822.28387,503,0.3685104251,0.4290149808,0.461166352
1537133840.58862,504,0.3712633252,0.4275107384,0.4609670937
1537133895.92011,505,0.3714472353,0.4273373783,0.4614318013
1537133932.98457,506,0.3704033792,0.4268415272,0.4623253047
1537133951.79472,507,0.3714832067,0.4263641536,0.4627363384
1537133988.77066,508,0.3718372285,0.4591302574,0.4624227285
1537134341.44761,509,0.3720335364,0.4215599298,0.4611393809
1537134489.44891,510,0.3711399734,0.4324453771,0.4618402123
1537134545.34084,511,0.3713506162,0.4195626676,0.4615266919
1537134712.605,512,0.3718602657,0.4252774119,0.4603188932
1537134731.10641,513,0.3718598187,0.4240272939,0.4604203403
1537134878.54068,514,0.3733565807,0.4269319475,0.4597151577
1537134897.0715,515,0.3734158576,0.4305688739,0.4589186609
1537135006.87514,516,0.3732001781,0.431778878,0.4587555826
1537135062.71508,517,0.3736100793,0.4327608943,0.4590961933
1537135174.05682,518,0.3738482594,0.4328004122,0.4591005743
1537135211.33274,519,0.3738265932,0.4311702251,0.4589880407
1537135361.16115,520,0.3659189939,0.4313457906,0.4584264755
1537135676.52571,521,0.3642886281,0.4308130443,0.4593362212
1537135713.63251,522,0.3650485277,0.4316164255,0.4587909579
1537135732.58074,523,0.3653739095,0.4299072027,0.4581715763
1537135751.3009,524,0.3639546037,0.4287575185,0.4582175314
1537135958.04318,525,0.3647143841,0.4288700223,0.4248997271
1537136145.02679,526,0.3655317426,0.4297237992,0.4174315929
1537136294.88899,527,0.3662042916,0.4294348657,0.4218621552
1537136612.66886,528,0.364738971,0.4310602248,0.4227758944
1537136744.70985,529,0.3652184308,0.4182464778,0.4217223227
1537136763.58052,530,0.3651095033,0.4125210643,0.4224202633
1537136819.77803,531,0.3639279306,0.4131143987,0.422011137
1537137119.08129,532,0.3659263849,0.4177923799,0.4213765264
1537137194.61032,533,0.3657047451,0.4180961251,0.4234589338
1537137288.28713,534,0.3659768701,0.4210817516,0.4256123304
1537137325.95484,535,0.3656895757,0.4228238165,0.4254039228
1537137363.94334,536,0.3651800454,0.424477458,0.425660938
1537137401.52131,537,0.3654067516,0.4235770404,0.4262132645
1537137439.58909,538,0.3654422462,0.4254533052,0.4266618788
1537137515.72492,539,0.3653125763,0.4260880053,0.4272249341
1537137649.93723,540,0.3530508578,0.4263706803,0.4308065772
1537137819.99105,541,0.3592500091,0.4259407818,0.4307653606
1537137857.67443,542,0.3570942879,0.419570297,0.4301963747
1537137914.28456,543,0.356833756,0.4159089029,0.4309584796
1537138064.54692,544,0.3562031388,0.4148196876,0.4303428233
1537138102.01779,545,0.3575065732,0.4214621484,0.4298399687
1537138120.64422,546,0.3568015099,0.4236456156,0.4297783673
1537138139.6968,547,0.3556798398,0.4166025817,0.430308491
1537138291.82526,548,0.3591205478,0.4131831229,0.4301186502
1537138575.41233,549,0.3589779139,0.4116043448,0.4300730526
1537138613.29786,550,0.3603708148,0.4185157418,0.4307774007
1537138651.0289,551,0.3615113795,0.4197911024,0.430239588
1537138688.52471,552,0.361689508,0.4223281443,0.4300402701
1537138895.02835,553,0.3625957966,0.4242645204,0.4292942882
1537138971.24711,554,0.362875253,0.4251001477,0.4293941557
1537139218.28864,555,0.3622944355,0.4266738892,0.4294405282
1537139652.83026,556,0.3637334406,0.4258546829,0.4305947423
1537140049.94448,557,0.3535808325,0.4265680313,0.4299482107
1537140068.90477,558,0.3543468416,0.4271653295,0.4300984144
1537140182.839,559,0.3635070324,0.4261932969,0.4297820032
1537140201.70502,560,0.3607552052,0.4265555739,0.4285869598
1537140239.30056,561,0.3622716665,0.4266858101,0.4037036002
1537140295.78681,562,0.3637921214,0.4269479513,0.4119147062
1537140390.10696,563,0.3632960618,0.4257149696,0.4123170078
1537140464.87311,564,0.3625234365,0.408950597,0.4109374285
1537140502.71967,565,0.3618606329,0.4033172429,0.4126347005
1537140806.31346,566,0.366132319,0.4017426968,0.4099496901
1537141014.30434,567,0.3659749627,0.408367455,0.4153978229
1537141145.20872,568,0.3665324748,0.4096768796,0.4172869027
1537141163.79108,569,0.3669450879,0.4136675,0.4175370336
1537141294.60885,570,0.3656755686,0.4144043922,0.418294102
1537141351.04091,571,0.365942508,0.4127459824,0.4186244607
1537141798.10152,572,0.3658615351,0.4116975963,0.4166564345
1537141853.93726,573,0.3663263023,0.4120284319,0.4170077145
1537141983.38282,574,0.3665419221,0.4144914746,0.417060405
1537142038.53331,575,0.3663300574,0.4152644277,0.4167744517
1537142057.05234,576,0.3661885262,0.4139882624,0.4165504575
1537142093.76732,577,0.3657742143,0.4132843316,0.416659385
1537142112.14521,578,0.3658370376,0.4132231772,0.4169672728
1537142357.25297,579,0.3576865494,0.413107872,0.4170571566
1537142602.46627,580,0.3592661321,0.4131332636,0.4167093635
1537142697.20187,581,0.3565374315,0.4140032232,0.4162769318
1537142867.27885,582,0.3609223068,0.4151324928,0.41653952
1537142904.92955,583,0.3601667583,0.4161806405,0.4169835746
1537142942.15937,584,0.3597477376,0.4181617498,0.4168716967
1537143072.39756,585,0.3582570553,0.4237640202,0.4179672301
1537143313.28471,586,0.3578050137,0.4313081801,0.4170876443
1537143350.38657,587,0.3581310511,0.4365820885,0.4166571796
1537143461.60037,588,0.3581939936,0.4359822273,0.4170236588
1537143610.23026,589,0.3597878814,0.4341007173,0.4167907834
1537143723.07304,590,0.3601203263,0.4342730045,0.4168663621
1537143741.92474,591,0.3601719141,0.4302709699,0.4167046249
1537143835.04571,592,0.3607823849,0.4321087301,0.4165041745
1537143927.7473,593,0.3604973853,0.4271729589,0.4166071713
1537144060.58074,594,0.3616683781,0.4257628024,0.4167278409
1537144212.70687,595,0.3624473214,0.4264782071,0.4167629778
1537144287.65978,596,0.3630830646,0.4271115363,0.4167164266
1537144362.84518,597,0.3632710576,0.4254981279,0.4155953228
1537144721.85536,598,0.3631720245,0.4225920737,0.4061188698
1537144759.73259,599,0.3592094183,0.4212635458,0.3861202002
1537144797.61537,600,0.359143585,0.422668457,0.398884207
1537144854.05757,601,0.3547900617,0.4229713976,0.4108569324
1537144947.79368,602,0.3547263443,0.4248521924,0.4107771218
1537145267.31271,603,0.3541885018,0.4249954224,0.4106996059
1537145361.34457,604,0.3563705981,0.4235648513,0.4104602933
1537145699.49956,605,0.3590891957,0.4233826399,0.4089908302
1537145774.05316,606,0.3582609892,0.4225249588,0.4065419436
1537145829.64457,607,0.3588322103,0.4218408763,0.4045502841
1537145923.25106,608,0.35932073,0.4259041548,0.4037777781
1537146054.71557,609,0.3587450385,0.4259014428,0.4038840532
1537146128.71228,610,0.3589396775,0.4079074562,0.4021989107
1537146165.40009,611,0.3587067425,0.4172516763,0.4020817578
1537146277.76448,612,0.3590026796,0.4172972143,0.4015633166
1537146296.37768,613,0.3586446345,0.4136571288,0.402423948
1537146407.94399,614,0.3599157035,0.4143668711,0.4028584957
1537146538.11139,615,0.360172689,0.4131644666,0.4019648135
1537146649.67637,616,0.3612388968,0.4146057367,0.4012275934
1537146819.43646,617,0.425644815,0.4144000709,0.4017732143
1537146930.41159,618,0.3598597348,0.4149252772,0.4019003808
1537147135.85686,619,0.3604227901,0.417810142,0.4013375044
1537147173.28861,620,0.3594388366,0.4178230166,0.4009612203
1537147360.76192,621,0.3597670496,0.417625308,0.3995283544
1537147416.48333,622,0.3594071567,0.4181627929,0.3993578851
1537147453.96988,623,0.3589684367,0.4184463918,0.3994224966
1537147547.52074,624,0.3587855697,0.4178335667,0.4001755416
1537147844.23088,625,0.3625523448,0.3877634406,0.4003803134
1537147881.16334,626,0.3619285524,0.3936836421,0.400796026
1537147992.26896,627,0.3613032401,0.390412271,0.4006122649
1537148066.79242,628,0.3605143726,0.4012985528,0.401604563
1537148104.15358,629,0.3590683043,0.4045723081,0.4011946321
1537148364.39323,630,0.359990567,0.4038798809,0.4008903503
1537148586.93277,631,0.3584079444,0.4038936794,0.4008152783
1537148680.1852,632,0.3585433662,0.4033151567,0.3878964186
1537148907.10079,633,0.3602057993,0.4095261693,0.389215529
1537148926.60977,634,0.3601965904,0.4082924724,0.3947503865
1537149161.63871,635,0.3495112062,0.4114443958,0.3973637223
1537149180.66891,636,0.3396655321,0.4126986563,0.3976350129
1537149450.54513,637,0.3539795578,0.4126135409,0.3991828859
1537149527.23393,638,0.3556200266,0.4120349288,0.398502171
1537149565.24876,639,0.3572798371,0.4140085876,0.3976573944
1537149603.0374,640,0.3563466966,0.4150804281,0.397326231
1537149659.70008,641,0.3584573865,0.4147393405,0.3954603672
1537149718.28237,642,0.356107533,0.4135530591,0.3951153159
1537149891.93849,643,0.3551155031,0.4128955603,0.3967309892
1537150006.59231,644,0.3587900996,0.4122827649,0.3970096111
1537150044.37237,645,0.3585373163,0.4122410119,0.3970023692
1537150251.49703,646,0.3590370119,0.4094414115,0.3960475326
1537150270.91752,647,0.3591404855,0.3973941803,0.3943509459
1537150385.26075,648,0.3592109084,0.3970536888,0.3952015936
1537150517.29281,649,0.3590067625,0.394831121,0.3948493302
1537150963.50226,650,0.3615600467,0.3986894786,0.3946322799
1537151074.30576,651,0.36084041,0.3981281817,0.3945493102
1537151111.24617,652,0.360946089,0.3968196213,0.3944496512
1537151631.46102,653,0.3424652815,0.398828119,0.3944133818
1537151689.10706,654,0.3392046988,0.3992777169,0.3945868611
1537151765.49722,655,0.3390933275,0.4013105929,0.3942191899
1537151784.76899,656,0.3377183378,0.40139094,0.3943235278
1537151803.99947,657,0.3397316635,0.4011665583,0.3943195045
1537151919.52588,658,0.3440514207,0.4028565288,0.3938229382
1537151977.62503,659,0.3436536789,0.4035488367,0.3940061927
1537152016.50913,660,0.3441466391,0.4049570262,0.3940962553
1537152190.29313,661,0.3485968113,0.4051362872,0.3943338692
1537152325.59825,662,0.3506601155,0.4050829113,0.3834982812
1537152421.37687,663,0.3509883881,0.3767921627,0.3767540157
1537152574.10092,664,0.353538841,0.4125092626,0.3709193766
1537152651.30379,665,0.3543863893,0.3974379599,0.3750618398
1537152728.36621,666,0.3559389114,0.4005925953,0.3805049658
1537152977.89013,667,0.3557746708,0.4032971859,0.380635649
1537153015.68832,668,0.3556497991,0.405135572,0.3800039589
1537153072.8634,669,0.3561400771,0.4077295363,0.375947684
1537153303.82078,670,0.3557993174,0.4075404406,0.3716012537
1537153380.50347,671,0.3552203774,0.4070570469,0.3767209351
1537153476.47292,672,0.356076628,0.4092471004,0.3758255243
1537153514.6296,673,0.3566680253,0.410287559,0.3767506778
1537153825.58868,674,0.3435218632,0.4088990688,0.3771052361
1537153864.97612,675,0.3389990628,0.4082762301,0.3762009144
1537153904.00904,676,0.3422635198,0.4068490267,0.3772495389
1537154154.22486,677,0.3538655937,0.4074630737,0.3770329356
1537154452.77583,678,0.351321578,0.40745157,0.3780380189
1537154545.35187,679,0.3526880443,0.4078447223,0.3776994348
1537154675.39872,680,0.3554145396,0.380236119,0.378449291
1537155143.84504,681,0.3540522754,0.3895441294,0.3782066107
1537155163.13561,682,0.3545715213,0.3945752382,0.3784947693
1537155181.89117,683,0.3544256091,0.3947140276,0.3793657124
1537155312.92013,684,0.3546354473,0.3939832151,0.3788568974
1537155499.97893,685,0.3539339602,0.3931542337,0.3797046244
1537155648.94882,686,0.3548059165,0.39415887,0.3800764382
1537155760.53957,687,0.3558037877,0.3946354091,0.3798120022
1537155779.14271,688,0.3558052182,0.3953763247,0.380623281
1537155854.11921,689,0.3578294516,0.3965245783,0.3802323937
1537156176.88899,690,0.3637709618,0.3969641924,0.3811127245
1537156290.01688,691,0.3606804013,0.3978913724,0.3814792633
1537156402.83454,692,0.3580749333,0.3982131481,0.3816412091
1537156458.88734,693,0.3532930017,0.3975940049,0.3822170198
1537156739.35304,694,0.3511100411,0.4024458826,0.3828636408
1537156815.00738,695,0.3532817662,0.4051089287,0.3832055032
1537157020.7207,696,0.3535234928,0.4052419662,0.3830402792
1537157114.29519,697,0.35343799,0.40617764,0.3832567036
1537157207.5167,698,0.3525742888,0.407166481,0.3648725748
1537157282.48456,699,0.3534493446,0.407886833,0.3567329943
1537157301.00103,700,0.3537351489,0.4071578681,0.3753127754
1537157506.15886,701,0.3551120162,0.4078632891,0.3932245374
1537157524.90865,702,0.3550806046,0.39781183,0.3913164735
1537157729.20471,703,0.3557129502,0.4000620842,0.3871290386
1537157766.32973,704,0.3556829989,0.4019778371,0.3848281205
1537157784.97105,705,0.3556144834,0.3983162045,0.3783203363
1537157916.03568,706,0.355474025,0.3958422542,0.3763662577
1537157952.9314,707,0.3554334641,0.3966951072,0.374189198
1537157971.60495,708,0.3556663394,0.39628613,0.3735153973
1537157990.22461,709,0.3554497957,0.3950345218,0.3750369847
1537158008.52443,710,0.3554978669,0.394800812,0.3766045868
1537158119.70712,711,0.3555808663,0.3945603967,0.3768290281
1537158643.36066,712,0.3477571905,0.3937650323,0.3772335947
1537158957.35137,713,0.3480017483,0.3980490863,0.3789293766
1537159048.63351,714,0.349342376,0.3979696631,0.379678458
1537159066.63676,715,0.3492679298,0.4027030766,0.3797466755
1537159103.42492,716,0.3489444554,0.4021771848,0.3773649931
1537159247.45199,717,0.3479281366,0.4047177434,0.3818178773
1537159463.29141,718,0.354406774,0.4040548205,0.3821393251
1537160295.763,719,0.3597728908,0.4051216245,0.3818548918
1537160659.09257,720,0.3324361742,0.4049209654,0.3817230761
1537160677.23322,721,0.3413959146,0.4049321711,0.3812576532
1537160876.21611,722,0.3388495445,0.4045437574,0.3810491264
1537160894.33165,723,0.3404977322,0.4340099096,0.3807475567
1537160930.09915,724,0.3412524462,0.4077972472,0.3804887831
1537160966.57869,725,0.3422488272,0.4032457769,0.3800189197
1537161021.34086,726,0.3430126011,0.3954955339,0.3798252344
1537161039.33526,727,0.3447026312,0.3983059227,0.3792372644
1537161075.51265,728,0.3452682793,0.4002632201,0.3783979118
1537161490.5434,729,0.3433526158,0.39944911,0.3778147697
1537161583.94515,730,0.3428235352,0.3985338807,0.3774399757
1537161638.23774,731,0.3476228714,0.3995750844,0.3772012591
1537161692.83048,732,0.3477512002,0.3966113031,0.3773866296
1537161783.27312,733,0.3492958248,0.3931544423,0.3771350086
1537161981.84086,734,0.3506732583,0.3934379518,0.3771796525
1537162144.27128,735,0.3514769971,0.3922696412,0.3766652942
1537162198.16154,736,0.3510859907,0.3941623569,0.3765523434
1537162216.37928,737,0.3509482145,0.3982466161,0.3762387335
1537162376.88724,738,0.3512722254,0.3998802006,0.3764321208
1537162483.87927,739,0.3518396616,0.3996283412,0.3761880994
1537162881.26022,740,0.3606140316,0.3989410996,0.3756572008
1537162988.81257,741,0.3503864408,0.3993042409,0.3759462237
1537163060.41294,742,0.3466519117,0.3983387351,0.3758148253
1537163114.39682,743,0.351645112,0.398283571,0.3757715523
1537163222.64644,744,0.3484493196,0.3975222409,0.3463382721
1537163258.44828,745,0.3462848067,0.3982893229,0.3650565743
1537163420.28351,746,0.347948879,0.3986195326,0.3656565845
1537163492.33295,747,0.3477867544,0.3977887332,0.3543677032
1537163600.21708,748,0.3484044075,0.3988745511,0.353797704
1537163690.10872,749,0.3472570181,0.4001241028,0.3555416167
1537163797.45774,750,0.3487959504,0.3993015885,0.3593107462
1537163959.30459,751,0.3480098844,0.3984628916,0.3565788269
1537164085.59262,752,0.3488898575,0.3987878859,0.3563885987
1537164157.53857,753,0.3488359153,0.3669806719,0.357529074
1537164318.34831,754,0.3514060676,0.3715936542,0.3591327667
1537164586.95693,755,0.3520047069,0.3704767227,0.3598594368
1537164712.36473,756,0.3524740636,0.3784784675,0.3594835401
1537164766.40877,757,0.3522328734,0.3825305998,0.3578448594
1537164802.92335,758,0.3520565927,0.3823432326,0.3570661545
1537164821.15264,759,0.3522702754,0.384843111,0.3574790359
1537165003.35978,760,0.3725561798,0.387609154,0.3576233685
1537165021.31701,761,0.3735851645,0.3883528113,0.3576343358
1537165256.3612,762,0.3477553427,0.3894607425,0.3570196033
1537165365.76083,763,0.3511011004,0.3913117647,0.3592363894
1537165384.10483,764,0.3494385779,0.3916463256,0.3601874411
1537165420.39531,765,0.3515771329,0.3917751908,0.3600385487
1537165532.01144,766,0.3498211205,0.3920534849,0.3598926961
